clean_text,label,sentiment_score
wonderfully warm,[1],0.7003
", interestingly told film .",[1],0.4019
the story has some nice twists but the ending and some of the back-story is a little tired .,[0],-0.3634
too many tried-and-true shenanigans,[0],0.0
seem more like medicine,[0],0.4201
a lot like a well-made pb & j sandwich,[1],0.3612
emotionally intense,[1],0.0772
a bump on the head,[0],0.0
"friendship , love , and",[1],0.7964
comedies to hit the screen in years,[1],0.4019
ultimately fails,[0],-0.4215
"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",[0],-0.5574
"refreshingly realistic ,",[1],0.0
"it 's a sad , sick sight",[0],-0.7506
... rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,[1],-0.3085
appealing about the characters,[1],0.0
", potent exploration",[1],0.2263
feel like a short stretched out to feature length,[0],0.3612
a recycled and dumbed-down version,[0],0.0
energy and wit to entertain all ages,[1],0.5267
she gets to fulfill her dreams,[1],0.6808
"be as simultaneously funny , offbeat and heartwarming",[1],0.7184
that 's part of what makes dover kosashvili 's outstanding feature debut so potent,[1],0.6124
a cold-hearted curmudgeon for not being able to enjoy a mindless action movie,[0],0.0772
", elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",[1],0.8625
tom shadyac 's film kicks off spookily enough,[1],0.0
"sweet , funny , charming , and",[1],0.8658
by 86 minutes of overly-familiar and poorly-constructed comedy,[0],-0.0258
how to make us share their enthusiasm,[1],0.6249
loosely tied,[0],0.0
feel that we truly know what makes holly and marina tick,[1],0.4404
which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again,[0],0.0
"rushed , slapdash , sequel-for-the-sake -",[0],0.0
"except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it",[0],-0.4939
a lovely film ...,[1],0.5859
create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time,[1],0.6478
well worthwhile,[1],0.5423
feels the dimming of a certain ambition,[0],0.2732
"is a much better mother-daughter tale than last summer 's ` divine secrets of the ya-ya sisterhood , ' but that 's not saying much",[0],0.5023
for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference,[1],0.743
"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling",[0],-0.2263
its writer-director 's,[1],0.0
"it 's a testament to de niro and director michael caton-jones that by movie 's end , we accept the characters and the film , flaws and all .",[1],0.3818
bomb,[0],-0.4939
"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised",[0],0.5423
skip the film and,[0],0.0
colorfully,[1],0.0
"the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen",[1],0.4497
who have carved their own comfortable niche in the world,[1],0.5106
it is,[1],0.0
convincing,[1],0.4019
bits funnier,[1],0.4019
that stubbornly refused to gel,[0],-0.5574
"has an ambition to say something about its subjects , but not a willingness .",[0],-0.3007
"it 's definitely not made for kids or their parents , for that matter , and i think even fans of sandler 's comic taste may find it uninteresting .",[0],0.4215
all the bad things,[0],-0.5423
"is nicely shot , well-edited and features a standout performance by diane lane .",[1],0.4404
the enticing prospect,[1],0.296
prettiest pictures,[1],0.5719
engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks,[1],0.34
"this material could work , especially since the actresses in the lead roles are all more than competent",[1],0.3774
from ever reaching the comic heights it obviously desired,[0],0.4404
"are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels",[0],-0.5267
is laughingly,[0],0.5106
is more than a movie,[1],0.0
perfectly rendered,[1],0.6369
hate the feeling of having been slimed in the name of high art .,[0],-0.4939
a mischievous visual style and oodles of charm make ` cherish ' a very good ( but not great ) movie .,[1],-0.1765
suspenseful,[1],0.0
intriguing and honorable,[1],0.5423
"about art , ethics , and the cost of moral compromise",[1],0.0
like a fish that 's lived too long,[0],0.3612
is more accurately chabrolian .,[1],0.0
"this is one of mr. chabrol 's subtlest works , but also one of his most uncanny .",[1],0.0
deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .,[1],0.0
found it weirdly appealing,[1],-0.296
"it 's a big idea , but the film itself is small and shriveled",[0],0.0
"has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors",[1],0.0
"smart , solid , kinetically-charged spy flick worthy",[1],0.7351
contemplation,[1],0.0
exciting documentary .,[1],0.4939
this is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it 's all the stronger because of it .,[1],-0.5994
"plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air",[1],0.4939
a compelling piece,[1],0.2263
beautifully sung holiday carol,[1],0.7506
best work,[1],0.6369
famous moments,[1],0.0
he 's been responsible for putting together any movies of particular value or merit,[0],0.7579
lovely and amazing,[1],0.8225
nothing original in the way of slapstick sequences,[0],-0.2411
", in spite of all that he 's witnessed , remains surprisingly idealistic",[1],0.1531
it unexpectedly rewarding,[1],0.5267
's no rooting interest,[0],-0.569
forgettable,[0],0.0
"a sensitive , modest comic tragedy that works as both character study and symbolic examination",[1],-0.6597
downright comically evil,[0],-0.6597
preachy and clichéd,[0],0.0
"broomfield is energized by volletta wallace 's maternal fury , her fearlessness",[1],0.1779
"the passion , creativity , and fearlessness",[1],0.7717
through its otherwise comic narrative,[1],0.0
enlivens,[1],0.0
dampened by a lackluster script and substandard performances,[0],0.0
a great american adventure and,[1],0.7506
the director 's talent,[1],0.4215
the film suffers from a philosophical emptiness and maddeningly sedate pacing .,[0],-0.7184
the film 's intimate camera work and searing performances,[1],0.0
the movie slides downhill as soon as macho action conventions assert themselves .,[0],0.0
` wow ' factor,[1],0.5859
"is well crafted , and well executed",[1],0.4939
very stupid and annoying,[0],-0.7688
it wears its heart on the sleeve of its gaudy hawaiian shirt .,[0],0.6369
that it 's also one of the smartest,[1],0.6124
contenders,[1],0.0
"undermined by the movie 's presentation , which is way too stagy",[0],-0.3612
i wo n't be sitting through this one again,[0],0.0
this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie .,[1],0.3612
put through torture for an hour and a half,[0],-0.5994
a stale copy of a picture that was n't all that great to begin with,[0],-0.5096
landscape to create a feature film that is wickedly fun to watch,[1],0.3182
most wondrous,[1],0.0
the movie is without intent .,[0],0.0
incredibly captivating and insanely funny,[1],0.4404
", the four feathers comes up short",[0],0.0
the most entertaining monster movies,[1],0.4927
stellar,[1],0.0
keep it from being simpleminded,[1],0.0
visual flair,[1],0.0
done-to-death material,[0],0.0
bad people,[0],-0.5423
it is hard not to be especially grateful for freedom after a film like this .,[1],0.8707
"( russell ) makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards",[1],0.4404
donovan ... squanders his main asset,[0],0.3612
rude and,[0],-0.4588
stink bomb .,[0],-0.7096
"i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",[0],0.0
irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .,[1],0.787
"attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",[1],0.3612
"much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen",[0],-0.0258
"strip it of all its excess debris ,",[0],0.0
i wish it would have just gone more over-the-top instead of trying to have it both ways .,[0],0.4019
its pretensions,[0],0.0
throw smoochy from the train !,[0],0.0
"loosely speaking , we 're in all of me territory again , and , strictly speaking , schneider is no steve martin",[0],-0.296
becomes compulsively watchable,[1],0.0
"dull ,",[0],-0.4019
work that lacks both a purpose and a strong pulse,[0],0.5106
triteness,[0],0.0
evaporates like so much crypt mist in the brain,[0],0.3612
gives us another peek at some of the magic we saw in glitter here in wisegirls,[1],0.0
is all the more remarkable because it,[1],0.5984
keep it up,[1],0.0
certainly does the trick of making us care about its protagonist and celebrate his victories,[1],0.8442
"with such a rah-rah , patriotic tone",[0],0.0
unpleasantly,[0],0.0
if the laborious pacing and endless exposition had been tightened,[0],0.0
a return ticket,[0],0.0
hardened indie-heads,[0],0.0
"a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless",[0],0.5994
takes to describe how bad it is,[0],-0.5423
"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry",[1],0.7783
movie rapes,[0],-0.6705
... has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .,[1],0.0
"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",[1],0.3947
"rife with the rueful , wry humor springing out of yiddish culture and language .",[1],0.2732
creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries,[1],0.2732
snow dogs deserves every single one of them,[1],0.0
incredibly layered and stylistic film,[1],0.0
at a snail 's pace,[1],0.0
a better satiric target,[0],0.4404
flair and bouncing bravado,[1],0.0
"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",[1],-0.25
"get weird ,",[1],-0.1779
the execution is pretty weary,[0],0.2732
is at once intimate and universal cinema,[1],0.0
complaining when a film clocks in around 90 minutes these days,[1],-0.2023
surgeon mends,[1],0.0
will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering,[0],-0.5859
"flawless film , ( wang )",[1],0.5106
no palpable chemistry,[0],-0.296
's just hard to believe that a life like this can sound so dull,[0],-0.3381
uncreative,[0],0.0
its impact is deeply and rightly disturbing,[1],-0.552
"is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",[1],-0.0258
a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye,[1],0.25
lustrous polished,[1],0.0
offers an interesting look,[1],0.4019
can not engage,[0],-0.2584
translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya .,[1],0.5719
how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible,[1],0.93
as visually bland,[0],0.0
look at the list of movies starring ice-t in a major role,[0],0.0
this somewhat tired premise,[0],-0.3832
are your cup of blood,[1],0.0
limps along,[0],0.0
a terrific effort,[1],0.4767
go down in the annals of cinema,[1],0.0
remarkably original work,[1],0.3804
it 's all bluster -- in the end it 's as sweet as greenfingers,[1],0.4588
excruciatingly unfunny and,[0],-0.5994
"its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting",[1],0.0
"unmistakable , easy joie",[1],0.4404
", touching , dramatically forceful , and beautifully shot",[1],0.5719
"imply terror by suggestion , rather than the overuse of special effects",[1],-0.1779
entirely stale concept,[0],0.0
will amuse or entertain them,[1],0.6124
wobbly premise work,[0],0.0
drifts aimlessly,[0],0.0
town,[1],0.0
is an uneven film for the most part,[0],0.0
does n't have enough innovation or pizazz to attract teenagers,[0],0.0813
of the upper class almost as much as they love themselves,[0],0.6369
"is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism",[1],0.8591
a cold movie,[0],0.0
hard-sell image-mongering,[0],0.0
what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,[1],0.6908
story for those intolerant of the more common saccharine genre,[0],0.0
lie,[0],0.0
", its true colors come out in various wet t-shirt and shower scenes .",[0],0.4215
less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese,[1],-0.3182
interesting and accessible,[1],0.4019
"has been , pardon the pun , sucked out and replaced by goth goofiness .",[0],-0.1779
", remote , emotionally distant piece",[0],0.0
crime drama,[0],-0.5423
"'s simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",[0],-0.4256
"'s a testament to de niro and director michael caton-jones that by movie 's end , we accept the characters and the film , flaws and all .",[1],0.3818
"sexy , and rousing",[1],0.5267
may sound like it was co-written by mattel executives and lobbyists for the tinsel industry .,[0],0.3612
"a faulty premise , one it follows into melodrama and silliness",[0],-0.4939
", the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",[0],0.3353
its premise is smart,[1],0.4019
"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun",[1],0.8316
"for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped .",[0],0.6902
's tv sitcom material at best,[1],0.6369
resident evil,[1],-0.6597
often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .,[1],0.1655
the shameless self-caricature of ` analyze this ' ( 1999 ) and,[0],-0.34
forget its absurdity .,[0],-0.2263
was kind of terrific once,[1],0.4228
mind-numbing indifference,[0],-0.0516
ambition but no sense of pride or shame,[0],-0.5927
"the movie 's major and most devastating flaw is its reliance on formula , though",[0],-0.7056
a crucial third act miscalculation,[0],0.0
the dubious distinction of being a really bad imitation of the really bad blair witch project,[0],-0.9161
a rambling ensemble piece with loosely connected characters and plots that never quite gel,[0],0.0
the soulful nuances,[1],0.0
"shot in rich , shadowy black-and-white , devils chronicles",[1],-0.0258
value whatsoever,[0],0.34
tricky and satisfying,[1],0.34
", cletis tout might inspire a trip to the video store -- in search of a better movie experience .",[0],0.7269
originality in ` life ' to distance it from the pack of paint-by-number romantic comedies,[1],0.6597
"'s very beavis and butthead ,",[1],0.0
sip your vintage wines and watch your merchant ivory productions,[1],0.0
ripoff,[0],0.0
is long on narrative and ( too ) short,[0],0.0
hastily written,[0],0.0
has some problems,[0],-0.4019
remains vividly in memory long,[1],0.0
made the first one charming,[1],0.5859
take it,[1],0.0
a fifty car pileup of cliches,[0],-0.2732
're struggling to create .,[0],-0.1779
"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",[1],0.0
"it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad",[1],0.4215
"improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary",[0],-0.1531
highly uneven and inconsistent,[0],0.0
still-raw emotions,[1],0.0
"clint eastwood 's blood work is a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",[1],0.4875
overladen with plot conceits,[0],0.0
assaults on america 's knee-jerk moral sanctimony,[0],-0.5423
into clichés,[0],0.0
big stars and high production values are standard procedure,[1],0.4019
"captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",[1],0.1531
"is one big , dumb action movie .",[0],-0.5106
must be the end of the world,[0],0.0
coordinated his own dv poetry,[1],0.0
"leave the same way you came -- a few tasty morsels under your belt , but no new friends .",[0],-0.7376
an indispensable peek at the art and the agony of making people,[1],-0.4215
"yes , but also intriguing and honorable ,",[1],0.765
is instead a cheap cliché,[0],0.0
a modestly surprising movie .,[1],0.2732
keep it interested,[1],0.4019
the very definition of epic adventure,[1],0.3182
jams too many prefabricated story elements,[0],0.0
"is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be",[0],0.0
in the same old story,[0],0.0
"a compelling , gut-clutching piece",[1],0.2263
should be commended for illustrating the merits of fighting hard for something that really matters .,[1],0.4754
frozen tundra soap opera,[0],0.0
the premise of jason x is silly but strangely believable .,[1],-0.4118
cope with the mysterious and brutal nature of adults,[1],-0.6249
embraces life in public,[1],0.0
is generally quite funny .,[1],0.4927
showtime 's uninspired send-up of tv cop show cliches,[0],0.0
"a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight",[1],0.5106
the fierce grandeur,[1],0.5267
de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .,[1],0.5945
a whale of a good time for both children and parents seeking christian-themed fun,[1],0.7351
feeble comedy,[0],0.0772
thought-provoking,[1],0.0
michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .,[0],-0.2732
have bitterly forsaken,[0],-0.4588
"deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i.q. than when i had entered .",[0],-0.6486
with some fine acting,[1],0.2023
"do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold",[1],0.8442
"lee 's achievement extends to his supple understanding of the role that brown played in american culture as an athlete , a movie star , and an image of black indomitability .",[1],0.4404
consummate actor,[1],0.0
"to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal",[1],0.3612
"rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .",[0],0.0258
pungent bite,[1],0.0
has all the values of a straight-to-video movie,[0],0.4019
exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,[1],0.8591
a stirring visual sequence,[1],0.0
darned assured,[1],0.3612
"plays like a bad soap opera , with passable performances from everyone in the cast",[0],0.0
"dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",[0],-0.5719
are head and shoulders above much of the director 's previous popcorn work .,[1],0.0
"an interesting topic , some intriguing characters and a sad ending",[1],-0.1027
thoroughly awful,[0],-0.5095
technically superb,[1],0.6249
a dashing and resourceful hero,[1],0.5574
with heart,[1],0.6369
cutesy romantic tale,[1],0.7003
"sensuality , and sympathy into a story about two adolescent boys",[1],0.3612
irritating,[0],-0.4588
dopey,[0],0.0
", one is left with a sour taste in one 's mouth , and little else .",[0],0.0
the action sequences are fun and reminiscent of combat scenes from the star wars series .,[1],-0.4019
"that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",[1],0.7343
dullard,[0],-0.3818
"this is a dark , gritty , sometimes funny little gem .",[1],0.4404
"sometimes charming , sometimes infuriating",[1],0.1027
"eerily suspenseful , deeply absorbing piece",[1],0.0
"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos .",[0],-0.7845
"about being subjected to farts , urine , feces , semen , or any of the other foul substances",[0],0.0
a more sheerly beautiful film,[1],0.6344
is that it jams too many prefabricated story elements into the running time,[0],0.0
snide and prejudice,[0],-0.5106
"from both a great and a terrible story , mr. nelson has made a film that is an undeniably worthy and devastating experience .",[1],-0.1027
"a movie with a bigger , fatter heart",[1],0.6369
had more to do with imagination than market research,[1],0.0
was n't at least watchable,[0],0.0
"sadly , as blood work proves , that was a long , long time ago .",[0],-0.4215
engaging and intimate,[1],0.34
blade 2 is definitely a cut above the rest .,[1],0.1531
"a brilliant , absurd collection",[1],0.5859
"'s fairly lame , making it par for the course for disney sequels .",[0],-0.4215
this movie plays like an extended dialogue exercise in retard 101 .,[0],0.0258
expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,[0],-0.2732
almost as offensive,[0],-0.4062
will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .,[1],0.4404
"fun about this silly , outrageous , ingenious thriller",[1],0.2023
"i liked the movie ,",[1],0.4215
really vocalized,[1],0.0
the lion king,[1],0.0
is a winner,[1],0.5859
a new favorite musical,[1],0.4588
the perfect face to play a handsome blank yearning to find himself,[1],0.8689
captain,[1],0.0
"with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is .",[0],-0.0516
too little excitement and zero compelling storyline,[0],0.5868
flaws,[0],0.0
that 's peppered with false starts and populated by characters who are nearly impossible to care about,[0],0.4939
a re-hash of the other seven films,[0],0.0
a well-made pizza,[1],0.0
noticeably less energy and imagination,[0],0.204
"there 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",[0],0.5541
", beloved genres",[1],0.5106
's rare to find a film to which the adjective ` gentle ' applies,[1],0.4404
collapses into an inhalant blackout,[0],-0.296
"at once visceral and spiritual , wonderfully vulgar and sublimely lofty --",[1],0.5994
"a family film that contains some hefty thematic material on time , death , eternity , and what",[1],-0.5994
"the hype , the celebrity ,",[1],0.0
the best advice is : ` scooby ' do n't .,[0],0.6369
the modern master of the chase sequence,[1],0.0
"much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present",[0],-0.5267
serve no other purpose,[0],-0.296
both overplayed and exaggerated,[0],-0.1027
that 's exactly what these two people need to find each other,[1],0.0
", this is sure to raise audience 's spirits and leave them singing long after the credits roll .",[1],0.5574
a fairly harmless but ultimately lifeless feature-length afterschool special .,[0],0.6187
easy to make such a worthless film,[0],0.0
to scale the lunatic heights of joe dante 's similarly styled gremlins,[1],-0.4939
so crass,[0],0.0
about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length,[0],-0.5994
's nowhere near as exciting as either .,[0],-0.3875
precious little of either,[0],0.5719
"that both thrills the eye and , in its over-the-top way , touches the heart .",[1],0.7717
extraordinarily,[1],0.0
be as bored watching morvern callar,[0],-0.2732
"crisp framing , edgy camera work , and",[1],0.0
"fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",[1],0.7667
"( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina",[1],-0.0644
"not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it 's a spirited film and a must-see .",[1],0.8978
"big , fat , dumb",[0],-0.5106
"spreads itself too thin ,",[0],0.0
a rumor of angels should dispel it .,[0],0.0
what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .,[0],-0.0258
while adding a bit of heart and unsettling subject matter,[1],0.6486
solid pedigree,[1],0.1531
"'s the element of condescension ,",[0],0.0
from a college comedy that 's target audience has n't graduated from junior high school,[0],0.3612
better off staying on the festival circuit,[0],0.7269
exciting and well-paced,[1],0.4939
"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",[0],0.3697
"if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",[1],0.6369
to mention absolutely refreshed,[1],0.0
a fan of the phrase ` life affirming ' because it usually means ` schmaltzy,[0],0.3182
beaten to a pulp in his dangerous game,[0],-0.7096
staggeringly dreadful romance .,[0],0.1779
"the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely",[1],0.7269
into a future they wo n't much care about,[0],-0.3875
it is n't much fun .,[0],-0.4023
just does n't work,[0],0.0
", achingly human",[1],0.0
"it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny",[1],0.4215
"becomes just another voyeuristic spectacle , to be consumed and forgotten",[0],-0.2263
with memorable zingers,[1],0.0
final verdict : you 've seen it all before .,[0],0.1531
affectingly,[1],0.0
starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers,[0],0.743
been held hostage by generic scripts that seek to remake sleepless in seattle again and again,[0],0.0
becomes a simplistic story about a dysfunctional parent-child relationship,[0],0.0
") lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al .",[0],-0.5106
great submarine stories,[1],0.6249
of russian cultural identity and a stunning technical achievement,[1],0.3818
at his 12th oscar nomination,[1],0.0
managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood,[1],0.2589
little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ),[0],-0.5393
seem at least passably real,[1],0.0
not exactly assured in its execution,[0],-0.2755
is a big time stinker,[0],-0.3612
"a bland , surfacey way",[0],0.0
who opts to overlook this goofily endearing and well-lensed gorefest,[1],0.0
"nohe has made a decent ` intro ' documentary , but",[1],0.0
provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world,[1],0.8316
"as stiff , ponderous and charmless as a mechanical apparatus",[0],-0.4215
looks more like a travel-agency video targeted at people who like to ride bikes,[0],0.6478
a peculiar malaise that renders its tension,[0],-0.1779
be delightfully compatible here,[1],0.5719
is among wiseman 's warmest,[1],0.4019
interminably bleak,[0],0.0
naïveté and arbitrary,[0],0.0
witless mess,[0],-0.3612
oddly fascinating depiction,[1],0.5423
a stylish cast and,[1],0.0
dropped,[1],0.0
more confused,[0],-0.3804
"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache",[1],0.4215
a pleasure,[1],0.5719
"no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us",[0],-0.6776
is a commanding screen presence,[1],0.0
something that really matters,[1],0.101
"offers no easy , comfortable resolution",[0],0.2249
only learning but inventing a remarkable new trick,[1],0.6808
those movies barely registering a blip on the radar screen of 2002,[0],0.0
"hard , endearing , caring , warm .",[1],0.5719
lack-of-attention span,[0],0.0
clever by about nine-tenths,[1],0.4588
forget,[0],-0.2263
the greatest natural sportsmen of modern times,[1],0.7717
too dry and,[0],0.0
into one of the summer 's most pleasurable movies,[1],0.5709
imaginative kid 's movie,[1],0.0
to surrealism and black comedy,[1],0.3612
the sheer ugliness of everything else,[0],-0.5719
on shame,[0],-0.4767
that we believe that that 's exactly what these two people need to find each other,[1],0.0
"there are some fairly unsettling scenes ,",[0],0.0
american and,[0],0.0
"fine , old-fashioned-movie movie",[1],0.2023
"rooting against ,",[0],0.0
overly-familiar,[0],0.0
missing a great deal of the acerbic repartee of the play,[0],0.6486
exploitation piece,[0],0.0
stuffy,[0],0.0
you feel fully embraced by this gentle comedy,[1],0.7073
an unusual protagonist ( a kilt-wearing jackson ) and subject matter,[0],0.0258
ten,[1],0.0
"the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack",[0],0.0
a reader 's digest condensed version,[0],0.0
transcends culture and race,[1],0.0
"brimming with coltish , neurotic energy , holds the screen like a true star .",[1],0.6124
"that 's alternately melancholic , hopeful and strangely funny",[1],0.5719
"there 's a plethora of characters in this picture , and not one of them is flat",[1],0.0
"but seriously , folks , it does n't work .",[0],-0.2617
the execution,[0],0.0
"offers an aids subtext , skims over the realities of gay sex ,",[0],0.0
that should be used to burn every print of the film,[0],0.0
thoroughly involving,[1],0.0
more than a little pretentious,[0],0.0
"wilco fans will have a great time ,",[1],0.7184
a teenage boy out there somewhere who 's dying for this kind of entertainment,[0],0.3626
a bad movie that,[0],-0.5423
failure .,[0],-0.5106
morrissette has performed a difficult task indeed,[1],-0.3612
that 's a bad sign when they 're supposed to be having a collective heart attack,[0],-0.34
cheap shocks,[0],-0.3818
the filmmakers come up with nothing original in the way of slapstick sequences,[0],-0.2411
the worst -- and only -- killer website movie,[0],-0.8555
"'s difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny .",[0],0.34
a glorified sitcom,[0],0.5106
reasonable,[1],0.0
"just about the best straight-up , old-school horror film of the last 15 years",[1],0.128
an enjoyable feel-good family comedy regardless of race .,[1],0.6597
as an engrossing story about a horrifying historical event and the elements which contributed to it,[1],-0.5719
set in a 1986 harlem that does n't look much like anywhere in new york .,[0],-0.2755
the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long,[0],0.0
all over this `` un-bear-able '' project,[0],0.0
the pacing is often way off and there are too many bona fide groaners among too few laughs .,[0],0.4939
clean-cut,[1],0.0
wonderfully funny,[1],0.7783
is never able to pull it back on course .,[0],0.0
helps `` being earnest '' overcome its weaknesses,[1],0.5267
ransacks its archives for a quick-buck sequel,[0],0.0
disorientated,[0],0.0
it arrives,[1],0.0
enjoy the perfectly pitched web of tension,[1],0.7269
"the son of the bride 's humor is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",[1],0.6917
focus,[1],0.0
exuberance and passion,[1],0.4588
65-minute trifle,[0],0.0
as the very best of them,[1],0.6697
seemingly a vehicle to showcase the canadian 's inane ramblings,[0],0.0
disguise the fact,[0],-0.25
"a particularly slanted , gay s/m fantasy",[0],0.0
to see how many times they can work the words `` radical '' or `` suck '' into a sentence,[0],-0.3818
exasperating,[0],0.0
"be labeled ` hip ' , ` innovative ' and ` realistic '",[1],0.4404
incredible subtlety and acumen,[1],0.0
droning,[0],0.0
two of those well spent,[1],0.2732
