sentence,label,idx,__source_split
to be a part of that elusive adult world ,1,20682,train
as blasphemous and nonsensical as a luis buñuel film ,0,20683,train
sassy interpretation of the oscar wilde play ,1,20684,train
perfect balance ,1,20685,train
feels strangely hollow at its emotional core ,0,20686,train
water torture ,0,20687,train
you wo n't care ,0,20688,train
most sincere and artful movie ,1,20689,train
"alternately melancholic , hopeful ",1,20690,train
paint-by-number american blockbusters like pearl harbor ,0,20691,train
"everyone , especially movie musical fans ",1,20692,train
the best film so far this year is a franchise sequel starring wesley snipes ,1,20693,train
than awe ,1,20694,train
partly a shallow rumination on the emptiness of success -- ,0,20695,train
cyndi lauper ,0,20696,train
its contrivances ,1,20697,train
it 's tough to be startled when you 're almost dozing . ,0,20698,train
"the movie 's major and most devastating flaw is its reliance on formula , though , and ",0,20699,train
"created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy ",1,20700,train
too-frosty ,0,20701,train
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship . ",1,20702,train
gives a superb performance full of deep feeling ,1,20703,train
this is one of those war movies that focuses on human interaction rather than battle and action sequences ... and ,1,20704,train
polished and vastly entertaining caper ,1,20705,train
hugely enjoyable ,1,20706,train
negligible work ,0,20707,train
she boxes these women 's souls right open for us . ,1,20708,train
that any art-house moviegoer is likely to find compelling ,1,20709,train
"the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ",0,20710,train
clear and reliable ,1,20711,train
irresistible package ,1,20712,train
gets under our skin and draws us in long ,1,20713,train
sad and rote exercise ,0,20714,train
is one of those war movies that focuses on human interaction rather than battle and action sequences ,1,20715,train
is extraordinarily good ,1,20716,train
an unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode . ,0,20717,train
"once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window . ",0,20718,train
draw people together ,1,20719,train
derring-do ,1,20720,train
femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . ,0,20721,train
prove too convoluted for fun-seeking summer audiences ,0,20722,train
"every individual will see the movie through the prism of his or her own beliefs and prejudices , ",1,20723,train
"have been this odd , inexplicable and unpleasant . ",0,20724,train
what makes it transporting is that it 's also one of the smartest ,1,20725,train
slam-bang extravaganza ,1,20726,train
can see the forest for the trees ,1,20727,train
up as the worst kind of hubristic folly ,0,20728,train
devastating indictment ,1,20729,train
this thing is just garbage . ,0,20730,train
makes its point too well ,1,20731,train
bold ( and lovely ) experiment ,1,20732,train
might benefit from a helping hand and a friendly kick in the pants ,0,20733,train
the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough ,1,20734,train
is a little tired ,0,20735,train
an off-beat and fanciful film ,1,20736,train
"jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , ",0,20737,train
will be friends through thick and thin ,1,20738,train
brought something fresher ,1,20739,train
through the gloomy film noir veil ,0,20740,train
"the film 's crisp , unaffected style and air of gentle longing ",1,20741,train
from the script 's bad ideas and awkwardness ,0,20742,train
the more influential works ,1,20743,train
the fun ,1,20744,train
simple and innocent ,1,20745,train
result in a movie that works against itself ,0,20746,train
his reserved but existential poignancy ,1,20747,train
"a sensitive , modest comic tragedy that works ",1,20748,train
bollywood/hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals ,1,20749,train
stay with the stage versions ,0,20750,train
be me : fighting off the urge to doze ,0,20751,train
simple but absorbing ,1,20752,train
in the pantheon of the best of the swashbucklers ,1,20753,train
"this time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part ",1,20754,train
"work with , sort of like michael jackson 's nose ",0,20755,train
"with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s . ",0,20756,train
"the film is old-fashioned , occasionally charming and as subtle as boldface . ",1,20757,train
"'s the type of film about growing up that we do n't see often enough these days : realistic , urgent ",1,20758,train
"to call this one an eventual cult classic would be an understatement , ",1,20759,train
"donovan ... squanders his main asset , ",0,20760,train
would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor . ,0,20761,train
"above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings ",1,20762,train
a bore that tends to hammer home every one of its points . ,0,20763,train
see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' ,0,20764,train
bo derek ,1,20765,train
edward burns ' best film ,1,20766,train
overproduced piece ,0,20767,train
cutting impressions ,1,20768,train
is that her confidence in her material is merited . ,1,20769,train
noble endeavor ,1,20770,train
"shows he 's back in form , with an astoundingly rich film ",1,20771,train
loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into ,0,20772,train
gangster ,0,20773,train
of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty ,0,20774,train
to top form ,1,20775,train
that i 'm actually having a hard time believing people were paid to make it ,0,20776,train
is n't quite one of the worst movies of the year . ,0,20777,train
an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength ,0,20778,train
spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ? ,0,20779,train
", it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug . ",0,20780,train
this and that -- whatever fills time -- with no unified whole ,0,20781,train
the border collie is funny ,1,20782,train
is both convincing and radiant ,1,20783,train
"with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns ",1,20784,train
weighted down ,0,20785,train
where the film ultimately fails ,0,20786,train
intense and effective film ,1,20787,train
", indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema . ",1,20788,train
"pointed personalities , courage , ",1,20789,train
maintains your interest until the end and even leaves you with a few lingering animated thoughts . ,1,20790,train
"... if this sappy script was the best the contest received , those rejected must have been astronomically bad . ",0,20791,train
embellishment ,1,20792,train
it might as well have been titled generic jennifer lopez romantic comedy ,0,20793,train
bland hollywood romance ,0,20794,train
intelligent flick ,1,20795,train
strong and unforced ,1,20796,train
rohmer 's talky films fascinate me ,1,20797,train
"a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness ",0,20798,train
", ` how can you charge money for this ? ' ",0,20799,train
thin -- then out -- when there 's nothing else happening ,0,20800,train
the substance it so desperately needs ,0,20801,train
the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough . ,1,20802,train
car-wreck ,0,20803,train
could be this good ,1,20804,train
an adorably whimsical comedy that deserves more than a passing twinkle . ,1,20805,train
"meticulously mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant . ",1,20806,train
one hears harry shearer is going to make his debut as a film director ,1,20807,train
it 's in the action scenes that things fall apart . ,0,20808,train
to the empty stud knockabout of equilibrium ,0,20809,train
"a quirky , off-beat project ",1,20810,train
it does n't take itself so deadly seriously ,1,20811,train
impressive fake documentary ,1,20812,train
either 11 times too many or else ,0,20813,train
the new star wars installment has n't escaped the rut dug by the last one . ,0,20814,train
"conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all . ",1,20815,train
"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion . ",1,20816,train
e.t. remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg 's misunderstood career . ,1,20817,train
"by whiny , pathetic , starving and untalented artistes ",0,20818,train
struggled ,0,20819,train
who is too crazy to be interesting ,0,20820,train
seen such self-amused trash since freddy got fingered ,0,20821,train
"a naturally funny film , home movie ",1,20822,train
"no good inside dope , and no particular bite ",0,20823,train
a film with a great premise but only a great premise ,0,20824,train
millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry . ,0,20825,train
smokers only ,0,20826,train
snaps under the strain of its plot contrivances and its need to reassure . ,0,20827,train
watching a walk to remember ,1,20828,train
"a smart , compelling drama . ",1,20829,train
a chilling movie without oppressive ,1,20830,train
that 's 86 minutes too long ,0,20831,train
"the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . ",1,20832,train
"a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme ",0,20833,train
sade achieves the near-impossible : ,1,20834,train
is impressive for the sights and sounds of the wondrous beats the world has to offer . ,1,20835,train
satisfy the boom-bam crowd without a huge sacrifice of character and mood ,1,20836,train
about the pitfalls of bad behavior ,1,20837,train
"which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo ",0,20838,train
f ,0,20839,train
gorgeously ,1,20840,train
porno flick ,0,20841,train
"a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . ",0,20842,train
rather toothless take ,0,20843,train
"as an evil , monstrous lunatic ",0,20844,train
", inflammatory film ",0,20845,train
cutesy reliance ,0,20846,train
a more graceful way of portraying the devastation of this disease ,1,20847,train
"in spite of all that he 's witnessed , remains surprisingly idealistic ",1,20848,train
choppy and sloppy affair ,0,20849,train
as i 'm the one that i want ,1,20850,train
down to mediocrity ,0,20851,train
"crisp framing , edgy camera work , and wholesale ineptitude ",0,20852,train
an uncomfortable experience ,0,20853,train
`` ( hopkins ) does n't so much phone in his performance as fax it . ,0,20854,train
"no solace here , no entertainment value , ",0,20855,train
"'s as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project ",0,20856,train
"intensely romantic , ",1,20857,train
"of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent ",1,20858,train
ever-watchful ,1,20859,train
comes across as lame and sophomoric ,0,20860,train
"a sensational , real-life 19th-century crime as a metaphor ",1,20861,train
"overwrought , melodramatic bodice-ripper ",0,20862,train
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer . ",0,20863,train
utter mush ... conceited pap . ,0,20864,train
... most viewers will wish there had been more of the `` queen '' and less of the `` damned . '' ,0,20865,train
across its indulgent two-hour-and-fifteen-minute length ,1,20866,train
"and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends . ",1,20867,train
take heart ,1,20868,train
ultimately that 's what makes it worth a recommendation ,1,20869,train
"odd , poetic road movie ",1,20870,train
... too contrived to be as naturally charming as it needs to be . ,0,20871,train
to have decades of life as a classic movie franchise ,1,20872,train
", very enjoyable ... ",1,20873,train
frustration ,0,20874,train
for a barf bag ,0,20875,train
he 's the scariest guy you 'll see all summer . ,1,20876,train
doze off thirty minutes ,0,20877,train
"this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie . ",0,20878,train
concocted ,0,20879,train
"warm , inviting , ",1,20880,train
the most magical and most fun family fare ,1,20881,train
"shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper ",1,20882,train
it 's also disappointing to a certain degree . ,0,20883,train
poignant lyricism ,1,20884,train
"it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too ",0,20885,train
"vivid , convincing ",1,20886,train
gives it a buoyant delivery ,1,20887,train
rises ) ,1,20888,train
is n't much to it . ,0,20889,train
", violent movie ",0,20890,train
proves that elegance is more than tattoo deep ,1,20891,train
comprise a powerful and reasonably fulfilling gestalt . ,1,20892,train
that deserves to emerge from the traffic jam of holiday movies ,1,20893,train
of dazzling pop entertainment ,1,20894,train
"which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies ",0,20895,train
"depraved , incoherent , instantly disposable piece ",0,20896,train
a welcome relief from the usual two-dimensional offerings ,1,20897,train
very sincere work ,1,20898,train
precious little substance in birthday girl ,0,20899,train
it 's the sweet cinderella story that `` pretty woman '' wanted to be . ,1,20900,train
short-story quaint ,1,20901,train
big selling point ,1,20902,train
", energetic and smart ",1,20903,train
the fact that virtually no one is bound to show up at theaters for it ,0,20904,train
"return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it 's not half-bad . ",1,20905,train
"it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness . ",0,20906,train
loopy ,0,20907,train
love that strikes a very resonant chord ,1,20908,train
ugliness ,0,20909,train
a bang-up job ,1,20910,train
fascinating stories ,1,20911,train
will probably be a talky bore . ,0,20912,train
watch if you only had a week to live ,1,20913,train
we 're seeing something purer than the real thing ,1,20914,train
"lovely , eerie film ",1,20915,train
luckiest stroke ,1,20916,train
in the place where a masterpiece should be ,1,20917,train
breaks no new ground and treads old turf like a hippopotamus ballerina ,0,20918,train
youthful affluence not as a lost ideal but a starting point ,1,20919,train
that 's what i liked about it -- the real issues tucked between the silly and crude storyline ,1,20920,train
"guy ritchie 's lock , ",1,20921,train
cracked lunacy ,0,20922,train
"is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip . ",0,20923,train
"low-brow humor , gratuitous violence and a disturbing disregard ",0,20924,train
's not too bad ,1,20925,train
good human ,1,20926,train
introspective portrait ,1,20927,train
everything that was right about blade ,1,20928,train
most slyly exquisite anti-adult movies ,1,20929,train
"enters a realm where few non-porn films venture , ",1,20930,train
profound ethical and philosophical questions ,1,20931,train
just becomes sad ,0,20932,train
well-mounted ,1,20933,train
is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics ,1,20934,train
"the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life . ",1,20935,train
from unlikable characters and a self-conscious sense ,0,20936,train
lying if i said my ribcage did n't ache by the end of kung pow ,1,20937,train
steven soderbergh 's earlier films ,1,20938,train
so much to look ,1,20939,train
"violent and a bit exploitative but also nicely done , morally alert and street-smart ",1,20940,train
"seeing things from new sides , ",1,20941,train
"ash wednesday is not edward burns ' best film , ",0,20942,train
dumb action movie ,0,20943,train
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium . ",1,20944,train
good noir ,1,20945,train
plucking tension from quiet ,1,20946,train
the most memorable moment ,1,20947,train
that it stinks ,0,20948,train
like scorsese 's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot ,0,20949,train
"tension , eloquence , spiritual challenge ",1,20950,train
"is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love ",1,20951,train
"-- wearing a cloak of unsentimental , straightforward text -- ",0,20952,train
"a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull ",0,20953,train
this an eminently engrossing film ,1,20954,train
live in denial about ,0,20955,train
purely enjoyable ,1,20956,train
pull a cohesive story out ,1,20957,train
chai 's structure and pacing are disconcertingly slack . ,0,20958,train
in a good way ,1,20959,train
give a backbone to the company and provide an emotional edge to its ultimate demise ,0,20960,train
this ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it . ,0,20961,train
take the grandkids or the grandparents ,1,20962,train
"schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm . ",0,20963,train
sets out to entertain and ends up delivering in good measure ,1,20964,train
difficult ,0,20965,train
is generally amusing from time to time ,1,20966,train
one of the most genuinely sweet films to come along in quite some time ,1,20967,train
leave feeling like you 've endured a long workout without your pulse ever racing ,1,20968,train
like whether compromise is the death of self ... this orgasm ( wo n't be an ) exceedingly memorable one for most people ,0,20969,train
would leave the theater with a lower i.q. than when i had entered ,0,20970,train
presume their audience wo n't sit still for a sociology lesson ,0,20971,train
murderous ,0,20972,train
"generates little narrative momentum , and ",0,20973,train
"a smartly directed , grown-up film of ideas ",1,20974,train
"is one of mr. chabrol 's subtlest works , but also one of his most uncanny . ",1,20975,train
actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best ,0,20976,train
between passion and pretence ,1,20977,train
a moving and solidly entertaining comedy/drama that should bolster director and co-writer ,1,20978,train
misfiring ,0,20979,train
... might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ? ,0,20980,train
zzzzzzzzz ,0,20981,train
smart and ,1,20982,train
the piece works ,1,20983,train
to be interesting ,1,20984,train
excellence ,1,20985,train
a bit of the dry humor that first made audiences on both sides of the atlantic love him ,1,20986,train
"a refreshingly realistic , affectation-free coming-of-age tale ",1,20987,train
genuine ,1,20988,train
have been worth cheering as a breakthrough but is devoid of wit and humor ,0,20989,train
of smart jokes ,1,20990,train
directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion . ,0,20991,train
to be more complex than your average film ,1,20992,train
the film high above run-of-the-filth gangster flicks ,1,20993,train
a bad blend of an overripe episode of tv 's dawson 's creek and a recycled and dumbed-down version of love story ,0,20994,train
"welles groupie/scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst . ",1,20995,train
the movie 's seams may show ... but pellington gives `` mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling . ,1,20996,train
"enigma looks great , has solid acting and a neat premise . ",1,20997,train
by laurice guillen ,1,20998,train
tiny acts of kindness ,1,20999,train
the movie has no idea of it is serious ,0,21000,train
"often watchable , though goofy and lurid , blast ",1,21001,train
coppola has made a film of intoxicating atmosphere and little else . ,1,21002,train
is truly funny ,1,21003,train
silly overkill ,0,21004,train
this charmer has a spirit that can not be denied ,1,21005,train
"an inept , tedious spoof ",0,21006,train
"it 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . ",1,21007,train
it 's just a kids ' flick ,0,21008,train
"the film has a kind of hard , cold effect . ",0,21009,train
"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but ",1,21010,train
i killed my father ,0,21011,train
... ` the country bears ' should never have been brought out of hibernation . ,0,21012,train
"... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack . ",1,21013,train
is a rambling and incoherent manifesto about the vagueness of topical excess ,0,21014,train
so devoid of pleasure or sensuality that it can not even be dubbed hedonistic . ,0,21015,train
cultivated ,1,21016,train
delicate balance ,1,21017,train
stoops to having characters drop their pants for laughs and not the last time ,0,21018,train
incessant use ,0,21019,train
the most original ,1,21020,train
"candid , archly funny and ",1,21021,train
", while it may not rival the filmmaker 's period pieces , is still very much worth seeing ",1,21022,train
"what a dumb , fun , curiously adolescent movie this ",1,21023,train
for a movie that tries to be smart ,0,21024,train
maybe twice ,1,21025,train
likely to induce sleep than fright ,0,21026,train
social injustice ,0,21027,train
any ,1,21028,train
is as often imaginative ,1,21029,train
flick cliches ,0,21030,train
"more revealing , more emotional and ",1,21031,train
"an action hero with table manners , and one who proves that elegance is more than tattoo deep ",1,21032,train
the mantra behind the project seems to have been ` it 's just a kids ' flick . ' ,0,21033,train
of event movies than a spy thriller like the bourne identity ,1,21034,train
something hip ,1,21035,train
"phenomenal , ",1,21036,train
"the story plays out slowly , but the characters are intriguing and realistic . ",1,21037,train
"is clever and funny , is amused by its special effects , and ",1,21038,train
incredible imax sound system ,1,21039,train
"the director , with his fake backdrops and stately pacing ",0,21040,train
dim-witted ,0,21041,train
"you see the movie and you think , zzzzzzzzz ",0,21042,train
i 'm left slightly disappointed that it did n't . ,0,21043,train
acted by a british cast to rival gosford park 's . ,1,21044,train
"a delicious , quirky movie with a terrific screenplay and fanciful direction ",1,21045,train
"starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television . ",0,21046,train
would have a hard time sitting through this one ,0,21047,train
serves as a workable primer for the region 's recent history ,1,21048,train
"to kline 's superbly nuanced performance , that pondering ",1,21049,train
"fanciful , grisly and engagingly quixotic ",1,21050,train
the film does n't ignore the more problematic aspects of brown 's life . ,1,21051,train
big letdown ,0,21052,train
"the images often look smeary and blurry , to the point of distraction ",0,21053,train
special fishy community ,1,21054,train
"sour , bloody and mean ",0,21055,train
's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . ,1,21056,train
is never much worse than bland or better than inconsequential ,0,21057,train
soon-to-be-forgettable '' section ,0,21058,train
what enlivens this film ,1,21059,train
"is , as comedy goes , ",1,21060,train
is more frustrating than a modem that disconnects every 10 seconds . ,0,21061,train
is ... very funny as you peek at it through the fingers in front of your eyes ,1,21062,train
an erratic career ,0,21063,train
wasted . ,0,21064,train
most purely enjoyable and ,1,21065,train
it 's a pale imitation . ,0,21066,train
... one of the more influential works of the ` korean new wave ' . ,1,21067,train
fascinating look ,1,21068,train
", this film 's heart is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition . ",1,21069,train
a wannabe comedy of manners about a brainy prep-school kid with a mrs. robinson complex ,0,21070,train
on action ,1,21071,train
dramatic and emotional pull ,1,21072,train
should be expected from any movie with a `` 2 '' at the end of its title . ,0,21073,train
helps make great marching bands half the fun of college football games ,1,21074,train
real characters and compelling plots ,1,21075,train
truly funny ,1,21076,train
"a bilingual charmer , ",1,21077,train
of the most exciting action films ,1,21078,train
offers little insight ,0,21079,train
as both shallow and dim-witted ,0,21080,train
lean and tough enough to fit in any modern action movie ,1,21081,train
imagine another director ever making his wife look so bad in a major movie ,0,21082,train
dazzling ,1,21083,train
a better film ,1,21084,train
"ambitious , moving , and adventurous directorial debut ",1,21085,train
he fails . ,0,21086,train
"sweet , laugh-a-minute crowd pleaser ",1,21087,train
any easier to sit through than this hastily dubbed disaster ,0,21088,train
"the film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut . ",0,21089,train
fly with most intelligent viewers ,1,21090,train
fly at such a furiously funny pace ,1,21091,train
"ai n't art , ",0,21092,train
wit and compassion ,1,21093,train
"it 's also cold , gray , antiseptic and emotionally desiccated . ",0,21094,train
completely awful iranian drama ... as much fun as a grouchy ayatollah in a cold mosque ,0,21095,train
"a cinematic car wreck , ",0,21096,train
nothing but net ,1,21097,train
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set . ",0,21098,train
you second-guess your affection for the original ,0,21099,train
was followed by the bad idea ,0,21100,train
is a film living far too much in its own head . ,0,21101,train
"an unforced , rapid-fire delivery ",1,21102,train
is and always has been remarkable about clung-to traditions ,1,21103,train
a movie that takes such a speedy swan dive from `` promising '' ,0,21104,train
` amateur ' in almost every frame ,0,21105,train
is filled with strange and wonderful creatures ,1,21106,train
the film has a lot of charm . ,1,21107,train
quirky iranian drama secret ballot ,1,21108,train
punch and depth ,1,21109,train
"arrive early and stay late , ",1,21110,train
"so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian ",0,21111,train
"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults ",1,21112,train
of love and destiny ,1,21113,train
"is , in a word , brilliant as the conflicted daniel ",1,21114,train
"yes , spirited away is a triumph of imagination , ",1,21115,train
eminently engrossing film ,1,21116,train
", i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) . ",0,21117,train
animated drivel meant to enhance the self-image of drooling idiots . ,0,21118,train
it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ,1,21119,train
a cutesy romantic tale with a twist . ,1,21120,train
", crossroads comes up shorter than britney 's cutoffs . ",0,21121,train
its faults ,0,21122,train
rollicking good time ,1,21123,train
the most inventive ,1,21124,train
a surprisingly sensitive script co-written ,1,21125,train
it is n't scary . ,0,21126,train
have a radar for juicy roles ,1,21127,train
hated myself ,0,21128,train
", low-budget constraints ",0,21129,train
passion and energy ,1,21130,train
"its courage , ideas , technical proficiency ",1,21131,train
is smart and entirely charming in intent and execution ,1,21132,train
inconsequential road-and-buddy pic . ,0,21133,train
"it 's more enjoyable than i expected , though ",1,21134,train
disquieting ,0,21135,train
a distinguished film legacy ,1,21136,train
of being boring ,0,21137,train
i usually dread encountering the most ,0,21138,train
's the very definition of epic adventure . ,1,21139,train
somber pacing and lack ,0,21140,train
has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock ,1,21141,train
to either effort in three hours of screen time ,0,21142,train
"( the kid 's ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow ",0,21143,train
"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ",1,21144,train
return to never land may be another shameless attempt by disney to rake in dough from baby boomer families ,0,21145,train
heartache everyone ,0,21146,train
a lovably old-school hollywood confection . ,1,21147,train
compassionately ,1,21148,train
companionship ,1,21149,train
honestly address the flaws inherent in how medical aid is made available to american workers ,1,21150,train
have that kind of impact on me these days ,1,21151,train
"repetitive and designed to fill time , providing no real sense of suspense ",0,21152,train
's not enough substance ,0,21153,train
"holm does his sly , intricate magic ",1,21154,train
"remains fairly light , always entertaining , and smartly written . ",1,21155,train
from the classics ,1,21156,train
"more mature than fatal attraction , more complete than indecent proposal ",1,21157,train
william james once called ` the gift of tears ,1,21158,train
"half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ",0,21159,train
a chafing inner loneliness and desperate grandiosity ,0,21160,train
a testament to the divine calling of education and a demonstration of the painstaking ,1,21161,train
glum ,0,21162,train
almost mystical work ,1,21163,train
comedy to start a reaction ,1,21164,train
effective ,1,21165,train
"is a disaster of a story , full of holes and completely lacking in chills ",0,21166,train
rolling over ,0,21167,train
the best star trek movie in a long time ,1,21168,train
as single-minded as john carpenter 's original ,0,21169,train
it lacks the utter authority of a genre gem ,0,21170,train
extravagantly redeems it ,1,21171,train
a scummy ripoff of david cronenberg ,0,21172,train
original and highly cerebral examination ,1,21173,train
"a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers . ",1,21174,train
it had a sense of humor ,1,21175,train
"`` the dangerous lives of altar boys '' has flaws , ",0,21176,train
picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch ,1,21177,train
overwritten ,0,21178,train
is a lumbering load of hokum but ,0,21179,train
has actually bothered to construct a real story this time . ,1,21180,train
"a heady , biting , be-bop ",1,21181,train
at this beautifully drawn movie ,1,21182,train
is too crazy to be interesting ,0,21183,train
"an entertaining , if somewhat standardized , action movie . ",1,21184,train
suspects that craven endorses they simply because this movie makes his own look much better by comparison ,0,21185,train
and slack direction ,0,21186,train
"the middle and lurches between not-very-funny comedy , unconvincing dramatics and ",0,21187,train
features ,1,21188,train
aggrieved father cliché ,0,21189,train
the unique way shainberg goes about telling what at heart is a sweet little girl ,1,21190,train
full of masters of both ,1,21191,train
tear your eyes away from the images ,1,21192,train
"i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ",1,21193,train
"lathan and diggs carry the film with their charisma , and ",1,21194,train
"turns touching , raucously amusing , uncomfortable , and , yes , even sexy ",1,21195,train
she never lets her character become a caricature -- not even with that radioactive hair ,1,21196,train
droning house music ,0,21197,train
than seeing an otherwise good movie marred beyond redemption by a disastrous ending ,0,21198,train
"at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- ",0,21199,train
influential ,1,21200,train
almost wildly alive ,1,21201,train
psychopathic ,0,21202,train
hollywood-action cliches ,0,21203,train
balances real-time rhythms ,1,21204,train
alive and admirable ,1,21205,train
"even during the climactic hourlong cricket match , boredom never takes hold . ",1,21206,train
it makes my big fat greek wedding look like an apartheid drama ,0,21207,train
's peppered with false starts and populated by characters who are nearly impossible to care about ,0,21208,train
a fascinating documentary ,1,21209,train
