clean_text,label,sentiment_score
"when i was touring asia with my present football team, i saw old á europeans with young asiatic prostitutes.",[5],0.0
as an evening class teacher i got positive feedback. when the á atmosphere is good and a kind of relaxed understanding exists.,[1],0.8558
after mischieviously ringing on the chemist's trade-entrance á doorbell and getting caught by him.,[2],0.0
the sight of a man who ran amok (fighting) at a dance.,[3],-0.3612
when out of work.,[4],0.0
"with my mouth full of bun, i drank directly from a packet of milk á which turned out to be weeks old (completely separated). it took á a while for the milk to seep through the bun.",[5],0.0
a boy who shot dead a squirrel.,[7],-0.6486
when i was accepted as supervisor for a student teacher. the á notification came by post.,[1],0.2732
"when i was involved in a car accident last november, after the á first fall of snow. i lost control of the car and it spun round á and landed on the opposite side of the road, on the hard á shoulder. it was stopped by a pole on top of a bank sloping down á to a stream.",[2],-0.7096
"with the job appointments committee when the headmaster in charge á explained that a male teacher was more suitable for the á particular post. i had more years of service than the male á teacher, but this was not taken into consideration. i could have á been given a less attractive job if things had gone the way the á headmaster wanted.",[3],0.5284
a colleague's 17 year old daughter is seriously ill with cancer á and has only a year to live. i heard about it 6 weeks ago.,[4],-0.836
"when a close friend met me at the station in the middle of the á night, when i came back from a long and tiring journey.",[1],0.4939
"having quarreled with a boyfriend, he threatened to leave me.",[2],-0.4939
someone didn't show up at a meeting in spite of having agreed to á come.,[3],-0.3182
"when i understood that my marriage was falling apart, and we á decided to be legally separated.",[4],-0.0516
"at an anti-pornography meeting, when samples from films and á magazines were shown.",[5],0.0
comments from other children on my alcoholic father,[6],0.0
"having failed to help with the 5th of march arrangements (women's á day), although i had previously promised to take part in the á work.",[7],0.2263
"when i was able to buy my new car, after lots of problems.",[1],-0.4019
"after my car accident, when i woke up in a heap of stones.",[2],-0.4767
"when i tried to put up a tent some years ago, i was teased and á hindered by my cousin.",[3],-0.296
when my grandfather died.,[4],-0.5574
no response.,[5],-0.296
"hit a dog with my car, and didn't stop.",[6],0.2235
"car accident. i let a 16-year old, incompetent parson take the á wheel and i feel very guilty about what happened even though i á suffered the worst injuries.",[7],-0.9485
when i was admitted to a certain school as a student.,[1],0.3612
my father has a chronic desease. in the autumn of 1983 he had a á very strong fit or seizure.,[2],0.7485
"a drunken friend of mine was beating up another friend, who was á also drunk.",[3],0.25
when i didn't get a certain job at lillehammer which i wanted á very much.,[4],-0.2057
my boss on the job failed to keep his promise about something he á knew was extremely important to me.,[5],0.024
an exam where questions about very specific knowledge were asked.,[6],0.0
i hit my little sisiter on the head with a stone while we were á fighting.,[7],-0.3612
"when my father managed to begin a \new life\"" after the divorce á|from my mother; resulting in a new little sister for me.""",[1],0.0
"a \near-accident\"" in a car, driving too fast on an icy road.""",[2],0.0
"my mother and her friends were speaking badly about my father á when they were separated, and my brothers and sisters and myself á were allowed to listen.",[3],0.0
"being bored in school, not being able to marry and have children.",[4],-0.2732
when my mother's new husband treated her and my brothers and á sisters badly.,[5],-0.4767
stealing from my mother's purse when i was a little boy.,[6],-0.5719
no response.,[7],-0.296
"i was in hospital, and then was visited by someone quite á unexpected.",[1],0.0
"i was hunting, and was lost in the fog in the mountains.",[2],-0.3182
"i was accused of a misdemeanour, unjustly.",[3],-0.296
slaughtering of animals.,[5],0.0
"i entered the wrong room, and got into a bed where someone á already was sleeping.",[6],-0.4767
i failed to show up at an agreed date.,[7],-0.296
"when i finally managed to get a specific sound from my guitar, á after baving tried for a long time.",[1],0.0
"climbing a mountain, i got stuck and realized i could get neither á up nor down.",[2],-0.25
meeting generally dominating persons in social occasions.,[3],-0.296
"discovering that lillehammer provided no musical environment that á suits my taste, even though i had been told so.",[4],-0.296
can't describe any disgust situation.,[5],0.4847
when the cast general election resulted in norway getting a á conservative government.,[6],0.0
a friend of mine shot himself through the head after having told á me and others that he would do so.,[7],0.4939
when my children were born.,[1],0.0
when i almost ran over a small boy who suddenly was in front of á my car.,[2],0.0
"when my father phoned me to come home from my vacation, since he á no longer had the time to look after my garden and animals.",[3],-0.296
when i was told that a good friend was seriously ill.,[4],0.3818
when i learned that a relative had been spreading rumours about á me.,[5],0.0
"i was talking badly about a person to some friends, and á discovered that his daughter was listening.",[6],0.0
"when my ex-husband left our house, and the children cried because á he was not coming back.",[7],-0.3818
"when my special friend said \i love you\"" for the first time.""",[1],0.8779
"after having watched a crime show on the tv, i was about to take á the dog for a walk. then, suddenly, there was a man on the á porch... (we live some distance away from other people).",[2],-0.5423
when my car suddenly broke down !,[3],-0.4753
when an earlier friend was spreading negative rumours about me.,[4],-0.128
"there is a certain person, whom i only have seen. he makes me á cringe, feel disgust.",[5],-0.4215
cheating to get the best grade on a test in 7th grade.,[6],0.1531
"a kitten had wandered into our office, and i was told to take it á back across the street. when i crossed back, the kitten followed á me and was run over and killed by a car.",[7],-0.6705
when my term paper was evaluated.,[1],0.0
"after seeing a terror movie at the cinema, i was so scared that i á couldn't even drive the car into the garage. i often thought á about the film afterwards, hoping such things couldn't exist in á the \real world\"".""",[2],-0.6532
"angry with my brother, who was making fun of me, teasing me.",[3],-0.0772
when my gradmother died.,[4],-0.5574
i overreacted towards my mother and felt ashamed afterwards.,[6],-0.7003
"when my parents work very hard and get tired - while i go to á school and study instead of helping them. i feel that i'm letting á them down, disappointing them.",[7],-0.6801
got in touch with earlier friends after a long absence.,[1],0.4767
i lost my way on a trip in the mountains.,[2],-0.3182
"being subject to unfair treatment in a working group, someone á \bending the rules\"" was protected by the boss. this resulted in á|more work for the others.""",[3],-0.0516
the death of a close friend.,[4],-0.1779
"was confronted with a person having negative thoughts of other á people because of their social status, beliefs, color and á outlook on life (perspective).",[5],-0.6705
"feeling inadequate in a group situation, being unable to convey á my own thoughts and feelings.",[6],-0.296
i failed to complete a working task within the agreed time.,[7],-0.296
receiving a much wanted letter from a very good friend who lives á abroad.,[1],0.7698
"before getting back the results of a test in school, when i had á worked very hard and was worried about not succeeding.",[2],-0.6727
"one of my best friends accused me of giving up to early on á problems. it was only a casual remark on her side, but i was á angry and hurt.",[3],-0.775
"realizing that school will soon be over, and we will all go á different ways, perhaps never meeting again our friends from this á year.",[4],0.4767
in a public swimming hall i saw a very aggressive man who á practically attacked the children who got in his way when he was á swimming.,[5],-0.5984
"i was making very strong statements about infidelity in couples. á then i discovered that one of my best friends, who had just been through á a very sad case of mutual infidelity, was listening.",[6],0.8176
"i had planned a trip to the south during easter, together with a á friend. she was very sorry when i changed my mind and decided not á to go after all.",[7],0.3832
"a friend which i hadn't seen for years, sent me a small present.",[1],0.4939
"one dark night with no street lights, a car was obviously á following me.",[2],-0.296
"i was subject to false accusations, and got very angry.",[3],-0.7089
i was told by a good friend that we couldn't be friends any more á because of his relationship with another girl.,[4],0.5493
"this is difficult, since i don't remember feeling disgust towards á anyone.",[5],0.0711
"if i don't go to lectures, i often feel ashamed.",[6],-0.4767
i was very angry with a girlfriend for interferring a little too á much with my personal affairs. i told her so rather strongly and á she started crying.,[7],-0.6502
"when my fiancee travelled 2000 km to visit me, and i hadn't seen á her for 4 months.",[1],0.0
"i was beaten up at a private new year's party once, through no á fault of mine.",[2],-0.0108
"i felt unfairly treated at an airport, being told to use a á different counter (for domestic traffic only).",[3],0.0
the murder of two girls on a school trip to berlin (and sexual á crimes generally) a couple of years ago.,[5],-0.6908
when taking part in the mobbing of one of my best friends in á primary school.,[6],0.8074
"when i secretly tried smoking for the first time, being 12 years á old.",[7],0.0
"when the person that i was very fond of, returned to me.",[1],0.4927
not applicable to myself.,[2],0.0
when students in our working group showed no responsibility or á interest in our work.,[3],0.2023
a very close friend left me.,[4],0.539
"some people were unfairly treated, because of their á nationality/colour.",[5],0.0
taking part in the mobbing of some girls in my class in primary á school.,[6],0.0
not applicable to myself.,[7],0.0
a close acquaintace cried for me. i felt happy because somebody á cared.,[1],0.5994
a letter from my boyfriend began in such a way that i thought he á was going to end our relationship. i was afraid of reading the á rest.,[2],0.0
"my nephew is a deaf and also \hyperactive\"" boy. i had been á|responsible for looking after him for a full day, and was very á|tired. then he suddenly grabbed a knife and stabbed me in the á|leg. i got so angry that i didn't feel any pain.""",[3],-0.664
a woman i know is slowly dying from cancer. observing this á process makes me sad.,[4],-0.8176
close friends talking badly of other friends.,[5],0.4767
"my father died after two very painful weeks in bed. i felt á relieved, and was ashamed of that.",[6],-0.807
"we had a day off from school. instead of helping my mother with á her job, i stayed in bed all day.",[7],0.296
renewed contact with an earlier friend.,[1],0.4939
fearing the use of power or reprimands when i belong to the á minority.,[2],-0.5719
"a close friend first said he accepted an agreement, but later á used that agreement as a reason for attacking me.",[3],0.6187
when realizing that my girlfriend and myself in fact had started á the process of breaking up.,[4],0.0
"political and military trnsgressions around the world, generally á speaking. this cannot be described through this questionaire.",[5],0.0
was accused of having hidden intentions in a situation when i á believed i was acting honestly and fairly.,[6],0.2023
"when my aunt took her own life, i felt guity for not á understanding that she needed support.",[7],0.4019
"receiving a postcard form my sweetheart who was abroad on á vacation, not being at all sure if he would write me or not.",[1],0.765
doesn't apply.,[2],0.0
"when i tried to breake it up with my boyfriend, and he refused to á let me go.",[3],-0.296
having to go back home form the u.s. after having been there for á ten weeks to visit my brother and his family.,[4],0.0
doesn't apply.,[5],0.0
doesn't apply.,[6],0.0
"i dated another boy several times, when i was still \going with\"" á|my former boyfriend. this made me feel a little bit guilty towards á|my friend.""",[7],0.1725
finding my glasses again after having lost them in town.,[1],-0.3182
falling off a cliff in the mountains.,[2],-0.1531
having a fight with a class mate.,[3],-0.3818
when the gear broke on my car.,[4],-0.4215
can't remember having had this feeling.,[5],0.1593
can't remember that feeling.,[6],-0.0951
i forgot to lock the outside door at my land lady's place.,[7],0.0
i got a job right after school was over.,[1],0.0
going home alone through the forest after a girl guide (scout ?) á meeting.,[2],-0.25
i get angry when people disbelieve me or misunderstand me.,[3],-0.7906
at the death of a close relative.,[4],-0.5994
"having been unjustly punished, i feel disgust towards the person á responsible.",[5],-0.6808
being caught in changing the truth (lying).,[6],-0.2732
"doing something wrong at home, and then letting my (normally) á more rampant brother take the blame.",[7],-0.6705
having passed the exam required to be an authorized radio/tv á dealer.,[1],0.0
"climbing a mountain where the rocks were very loose. when we á realized the danger, we were very high up, but still had a long á climb ahead.",[2],-0.4582
"being a spokesman for the union, i got into a quarrel with a á colleague who had been acting disloyally over a sustained period á of time.",[3],0.0
"when my grandfather died, with whom i had a very close á relationship.",[4],-0.5574
"reading about executions and massacres which happened during á world war ii, i felt disgust towards those who did it.",[5],-0.8316
"i woke up at the house of someone i knew, not remembering very á much about what had been said or done during the party on the á previous night.",[6],0.4019
"borrowing a car, and then having a minor accident (breaking a á headlight).",[7],-0.4767
succeeding in helping others.,[1],0.6597
"when i realized that we are living on borrowed time, and that the á nuclear holocaust appears to come closer every day.",[2],0.0
"when others let me down, fail to keep agreements.",[3],-0.34
death in the close family.,[4],-0.5994
when people manipulate others through appearing better than what á they really are.,[5],0.4404
participating in a theft several years ago.,[6],0.0
"feeling helpless, not being able to accomplish what i really á wanted to do.",[7],0.0772
i received the message that i'd been accepted at the school where i á really wanted to go.,[1],0.2732
i came home and discovered that someone had broken in. then i á realized that they probably were still there.,[2],-0.4767
i was accused of having drunk a bottle of liquor and then á refilling with water.,[3],-0.5574
"got a package from my parents, without even a small note á enclosed.",[4],0.0
"quarreling with my father, when he made false assertions.",[5],0.0
telling friends about how my parents had been treating my á brothers and sisters unfairly.,[6],0.4767
"i've always defended my sister when needed, at the expense of my á brother. this has led to feelings of guilt towards him.",[7],-0.2732
winning the local soccer championships this year was a great joy.,[1],0.9382
before important sports events.,[2],0.2023
when colliding with my car. i myself was to blame.,[3],-0.4404
"not succeeding in a cross-country skiing competition, which i á intended to win.",[4],0.2896
can't remember any episode of disgust.,[5],-0.5994
"when i got really drunk on norvegian indipendence day, and was á not allowed to participate in football (soccer) games for two á weeks. that was very unpleasant.",[6],-0.7258
when i and the boy next door set fire to a house by accident.,[7],-0.6705
getting the top price in the football pools.,[1],0.2023
was threatened with a knife ... in the military by soldiers form á another unit. the reason was girls.,[2],-0.4588
when my mother treats me as a 10-year old boy.,[3],0.0
getting to know that my uncle in america had a brain tumor.,[4],-0.3818
"outside a night club, a grown man was sitting on top of a younger á woman, beating her up.",[5],-0.296
"my father was a member of the public alcohol and drugs board, á when i was picked up by the police for being drunk in a public á place.",[6],-0.34
"when being illoyal (disloyal) to people close to me. had such an á episode with my sister, who should have received my support and á attention.",[7],0.4019
"receiving close friends form abroad, whom i hadn't seen for á years.",[1],0.4767
"motorcycle accident with two people involved, running off the á road. broke an arm, only.",[2],-0.7096
"having agreed to share the taxi expenses, three people in the á back of the car just ran off, leaving the person up front with á the entire bill.",[3],0.5106
death of a close friend.,[4],-0.1779
can't remember any such feelings now.,[5],0.0
"at a private party i literally fell into the food. the party was á completely ruined for the host, carpets had to be cleaned, etc.",[6],0.2516
"accidentally dropped a friends camera flash, so that it was á broken.",[7],-0.34
selling my used car.,[1],0.0
"almost crashing my car, something which could have led to great á problems.",[2],0.34
realizing that a friend had been talked into signing a certain á contract.,[3],0.6486
"talking to a pensioned and bitter \street order\"" policeman.""",[4],-0.4215
the sadistinc exacution of a student in the usa.,[5],0.0
forgetting an important appointment.,[6],0.2023
not keeping a promise of delivering materials of great importance á to the receiver.,[7],0.6846
managed to run 30 km on skis fairly simply.,[1],0.0
afraid i wouldn't catch the train when i was going to see my á sweetheart.,[2],0.6486
receiving personal criticisms early in the morning.,[3],-0.2263
not getting a job.,[4],0.0
seeing a pornographic film when looking for a place to live.,[5],0.0
when unjustified hurting other people.,[6],-0.4019
"the negative feelings towards me displayed by my á \parents-in-law\"".""",[7],-0.5719
reunion with my wife after a legal separation.,[1],0.128
"the house was on fire, and i was saved by the dog. i am afraid of á the fire, verging on panic.",[2],-0.6486
"physical violence. a friend wouldn't listen to me i repeatedly á tried to warn him, to no avail. result: eight people were \pissed á|off\"".""",[3],-0.8271
my father dying.,[4],0.0
maltreatment of children.,[5],0.0
i lost my driver's licence because of speeding.,[6],-0.3182
"car accident, hurt three of my closest family.",[7],-0.7579
relating to my closest family.,[1],0.0
"thinking of the unknown, what happens at the moment of death, á etc.",[2],-0.5994
"in traffic i often get relatively angry with other drivers. á several transgressions make me mad, especially not yielding to á priority traffic (e.g. coming from the right).",[3],-0.7579
"losing close people and animals. so far, i've felt most when á losing our dog in a traffic accident.",[4],-0.8207
i feel disgust towards those who are responsible for the death of á others.,[5],-0.7579
"talking about a person's unattractiveness, not realizing that the á person was listening.",[6],0.0
"i often feel guilty, and it has to do with other people, e.g. if á i haven't visited my older relatives for a while.",[7],-0.4215
when the contract about my shop was signed.,[1],0.0
"being very close to having an auto accident, almost driving off á the road.",[2],-0.4767
"having gone to school without learning anything, as usual.",[3],0.0
"my sweatheart were away on a trip, and then she got problems.",[4],-0.4019
overeating a traditional type of food - blood pudding.,[5],0.0
forgot to do some shopping that i had promised to do.,[6],0.3612
i crashed my father's car.,[7],0.0
receiving a letter form a girl that means a lot to me á emotionally.,[1],0.0
being close to drowning.,[2],0.0
being slandered by friends.,[3],0.4767
love problems.,[4],0.3612
does not apply.,[5],0.0
"having finally to admit i was wrong, after having denied it for a á long time.",[6],-0.6369
being aggressive against members of my family.,[7],-0.1531
i won the country ski championship.,[1],0.765
i was scared in the dark when i was a little boy.,[2],-0.4404
angry when our team (small boys) lost the county championship á football final.,[3],-0.4019
my grandfather's death.,[4],-0.5994
"a teacher gave me lower grades than i was entitled to, and was á hoping for.",[5],0.4019
was caught stealing apples in a neighbor's garden.,[6],-0.5719
not helping parents enough at home and at the farm - this has á happened many times.,[7],-0.2235
"when the bank let me borrow some money this winter, after my á grant was spent.",[1],0.3612
"once i was stopped by the police in spain, when i had some á \grass\"" in my tobacco.""",[2],-0.2263
"my father accused my brother of having bumped his car, and it was á wrong.",[3],-0.6486
when a girlfriend left me.,[4],0.0
"when a \friend\"" dropped a frog down my neck, and i didn't know á|what it was.""",[5],0.4939
fighting with my father while drunk.,[6],-0.5994
during 7th grade our class mobbed a famale teacher so badly that á she had a breackdown and was hospitalized.,[7],-0.6113
i am a school teacher. at a teacher-parent meeting i received a á good deal of positive feed-back on my work both from the parents á and through them from the pupils.,[1],0.7579
"as a child, when i was at home alone, i felt in an indefinate á manner afraid of the death of my father and mother.",[2],-0.7096
"i had a discussion with my mother concerning my sister's divorce, á we disagreed strongly.",[3],-0.0516
as a ten-year-old i was at the funeral of my grand-father. it was more á the ceremonies held in the church and not really the death of my á grand-father which made me sad.,[4],-0.3067
"i had a discussion with my wife about an over-weight acquaintance of á our's, about her eating habits and the scars caused by her á pregnancy.",[5],0.0
when i confessed to my girl-friend (now my wife) that i had á betrayed her with another woman.,[6],-0.6124
"the same as in \shame\"".""",[7],-0.4767
[ a successful lesson.],[1],0.5859
[ i was thinking about death.],[2],-0.5994
a conflict with a pupil.,[3],-0.3182
when i am at home alone.,[4],-0.25
a saturday night a bus full of drunken people.,[5],0.0
a conflict with a pupil and there were probatory teachers á present.,[6],-0.3182
selling the appartment after my divorce.,[7],0.0
when in an economic crisis i got an unexpected sum of money.,[1],-0.6249
in the dark an unreal figure formed by a shadow.,[2],0.0
"[ when i was treated unfairly, regardless of my motives or deeds.]",[3],0.0
when i noticed obvious marks of old age (in a negative sense) on á a close relative of mine.,[4],-0.5719
"as a child, when i saw an \unesthetic\"" sight.""",[5],0.0
"on a social occasion, i noticed that i reacted on the basis of my á autonomous nerve system (i could not help it).",[6],-0.3089
when i caused needless anxiety to a person close to me because of á my lack of self-insight.,[7],-0.4588
i was coming home from an exam and i supposed that i had á passed it so i ran to a restaurant for a beer.,[1],0.0
i had been drinking with a pal and i later (1 o' clock) had a date á with my fiancee. we were going to a spanish lesson and i was á afraid that she would smell that i had been drinking.,[2],0.0
my fiancee and i were at my parent's place watching tv. there á were only two tv-chairs and we were sitting on them when my á drunken brother came in and rudely chased my fiancee off the á chair she was sitting on.,[3],-0.4939
i had drunk a couple of beers and my fiancee got angry at me.,[4],-0.6908
we were at a hamburger bar and a man at a table nearby started á coughing and spitting into his plate.,[5],0.0
we got into a fight with some chaps in front of our family house. á the value of the property destroyed was approximately 15 000 fim. á i felt ashamed when my parents came to know about this.,[6],-0.7579
we had had a party the night before and we still had some liquors á left the morning after. i went to the kitchen pretending to á prepare some tea and was caught by my fiancee pouring some rum á down my throat.,[7],0.4767
while dancing in a restaurant last week.,[1],0.0
i was on the inter rail in naples alone. after an evening in a á restaurant i was going back to the hotel when a prostitute á approached me to sell herself. i refused but as i carried on á walking i felt that i was being followed by someone.,[2],-0.2732
when a girl left me.,[3],0.0
"i was on my way back from the inter rail, on board the ferry from á stockholm when my father called me at 7 o'clock to tell me that my á uncle had died and that i would be seeing him off on his final á journey within four days.",[4],-0.5574
"on reperbahn, in a restaurant, a \charming\"" old saleswoman came á|to beg a drink for herself.""",[5],0.5859
"at the funeral of my uncle, i was one of the bearers. i was not á familiar with the etiquette and acted tactlessly because of my á ignorance.",[6],-0.6124
"on reberbahn, i was in a \restaurant\"" where drinks were á|overpriced. i did not ask for the prices beforehand, and when á|the bill came i could not pay the bill.""",[7],0.0762
my girlfriend gave me some feed-back and i understood that it á meant that our relationship was about to turn even closer.,[1],0.0
"at the dentist's, waiting for my turn to come.",[2],0.0
"while in the army, i was treated unfairly by my superiors. i was á held responsible for a deed of which i was innocent.",[3],0.6908
when i came to know that my grandmother had died. she was very á close to me.,[4],-0.5574
"in the army, an acquaintance of mine tended to use his position á to advance his own interests.",[5],0.25
"when i lied to my girlfriend, telling her that i had passed an á exam, when i actually did not even take it.",[6],-0.3818
when i spoke ill of a fellow worker in the absence of this á person.,[7],-0.4215
when i look at people around and know that people who are stupid á look stupid.,[1],-0.7783
"when i saw russian roulette on tv. (obviously the movie \deer á|hunter\"")""",[2],0.0
when stupid people push me during rush time in the city.,[3],-0.5267
[ laziness makes one sad.],[4],-0.4767
when i saw hundreds of snakes twisting over one another in a á movie.,[5],0.0
i saw a skid-row (chronical) alcoholic and i was ashamed of the á people with a high standard of living.,[6],-0.4767
when i shot a bird in the head with a shotgun.,[7],0.0
[ being close to another person.],[1],0.0
[ uncertainty about my own abilities in an exam.],[2],-0.1027
[ an unfair punishment.],[3],-0.743
"loneliness, being uncertain of myself in the autumn.",[4],-0.6124
a rich man expressing disgust towards an alcoholic.,[5],-0.0772
"a man asked me: \may i sleep in your stairway?\"" and i answered á|\""no\"".""",[6],0.0
[ the same as in shame.],[7],-0.4767
i went to a doctor with a complaint. the doctor told me that i á was completely healthy.,[1],0.2006
"my father was away from home and he did not come back when he was á expected, he came back several hours later than expected.",[2],0.0
"i had an implicit agreement with my sister about meeting her, á however she had not understood the situation the same way so she á did not turn up.",[3],0.4939
i realized that the girl i loved had to leave me.,[4],0.5719
in the bus i was sitting next to a colleage who was drunk and á behaved in keeping with his state.,[5],-0.34
i had promised to help out with domestic chores and i forgot á about it.,[6],0.6369
i had promised to call a girl but i did not do it.,[7],0.1901
when i unexpectedly received birthday greetings from a person i á like.,[1],0.6486
i returned home late from a party last night and i felt afraid á trying to anticipate the reaction of my father.,[2],0.4019
when i learned that my brother had spoilt an lp of mine.,[3],0.0
when i came to know that a girl i was fond of already had a á boyfriend.,[4],0.4404
a too eager approach by a dirty drunken person in a bus.,[5],-0.1027
i made a major mistake while learning how to use a computer programme á and the teacher criticized me.,[6],-0.6361
"i reproached my mother's cooking and criticised her á personality, and she felt hurt and depressed.",[7],-0.8591
i shot the decisive goal in an ice-hockey match.,[1],0.2263
when i got lost in new york city a late friday night with a á friend of mine.,[2],0.2263
after having quarelled with a relative of mine about politics.,[3],0.0
the death of my grandmother.,[4],-0.5994
when i noticed that a nice person was being exploited á economically.,[5],-0.0516
i slandered a person behind his back and he got to know about it.,[6],0.0
i had quarelled with a friend of mine and i later realized that á it was also my fault.,[7],0.128
i passed an exam which i was not sure at all to pass. i rejoyced á at the result because the possibility of continuing my studies á depended on it.,[1],-0.2411
"in the traffic with a car, i nearly got crushed between a bus and á a tram. the attention of other drivers saved me at the last moment.",[2],0.0
"i was disappointed and angry at the bad quality of a documentay á program on tv. in my opinion, the topic was important and the á program should have been made with seriousness and consideration.",[3],-0.8519
my father had a heart attack when i was not at home (i was still á living with them). he recovered relatively well although he had á to retire (which implied relief from the stress of a small scale á enterprise).,[4],0.5423
"at my grandmother's detestable and selfish conduct towards my á elder sister, although her behavior was due to senility and lack of á understanding.",[5],-0.6597
"i arrived late at a seminar concerning my major subject at á university, although i had been appointed to formally oppose the á paper which was being presented.",[6],0.0
"i had asked the salvation army to take away a piece of furniture á of mine, but i forgot to cancel the agreement (a friend of mine á took it) and i thereby caused the salvation army people some á unnecessary work.",[7],0.7964
"on the cliff by the sea, the silence and the sudden voice of a á bird.(swans of the bay)",[1],0.0
a dark night when i had to go to the outdoor lavatory.,[2],0.0
when i realized that i was far behind the others in the language á course and i could no longer catch up with the others.,[3],-0.296
"the long lasting illness of my grand-mother, and the changes in á family relationships caused by it.",[4],-0.4019
"spoilt, smashed and molded potatoes in the fridge, and having to á clean up the dish later.",[5],0.4019
"a truth expressed unthinkingly at a coffee party. i realized á later that i had been inconsiderate, at a wrong moment and the á wrong place.",[6],-0.6249
"i did not go to the exercises, without any adequate reason.",[7],-0.1695
"when i got home from my job, i found a letter from the university á telling me that i had been admitted to begin my studies.",[1],0.1027
"while watching tv (a war movie), i felt a strong fear of death, á threat and fear of loosing people close to me.",[2],-0.936
i was angry with a friend of mine who behaved in an affected á manner.,[3],-0.1779
i made a long-distance call to people rather close to me and i á thought about the sad incident that had happened to them in the á near past; i knew that they were thinking about it too when i made á the call.,[4],-0.4767
my parents inherited an appartment and this made them behave in a á peculiar manner.,[5],0.1531
when my friend let my personal matters be publicaly known.,[6],0.5106
"when i think about my family (parents, brothers, sisters) guilt á is a part of my feelings.",[7],-0.2732
i unexpectedly met a girl with whom i have always got along well. á ( i had not seen her for several months.),[1],0.2732
when my father was very drunk and raging at home.,[2],-0.7474
"when i did not find the rack used for beating up rugs, in the á yard.",[3],-0.4588
when one of my cat died of a disease.,[4],-0.5574
i felt disgusted at the environment while getting back to my á student lodging. i did not see anything in the suburb which had á been planned by taking people's comfort into account.,[5],-0.2263
my girlfriend was away visiting another city and i brought á another girl home. next morning when i started getting sober i á felt quite ashamed of myself.,[6],-0.5256
i got 100 fim too much when i changed money at the bank. they á soon called me at my job and the situation was embarrasing for á me.,[7],0.0
"in sweden, a friend and i lived in an appartment owned by a finn. á one day, this man came back to the appartment heavily drunk á (hashish and alcohol). he was quite dizzy and he broke down, and á i could not foretell his reactions. however, nothing happened.",[2],-0.4927
"i had an appointment downtown, and the person in question was á half an hour late.",[3],0.0
"in the army, i had been in hospital for two weeks and as soon as á i returned to the company, a sergeant ordered me to fetch a load á on the tractor trailer.",[5],0.0
"on the way back from a summer spent in sweden, i drunk with a man á in the train. i had drunk so much that when i got home i fell á asleep in the entrance hall. i have never drunk that much, á neither before nor after that incident. i was ashamed because my á mother and my sister had to see me in that state and my father á had to carry me to bed.",[6],-0.7063
"while at primary school, i did not let a friend ring a bell á although he would have liked to do it. afterwards i felt bad.",[7],-0.5152
i got a fairly large amount of my taxes back.,[1],0.0
"i was jogging in the forest, in the central park area, when i saw á a man hiding behind a tree. i got frigthened, turned around and á ran out of the forest.",[2],-0.296
"i was coming home in a taxi with a fellow worker of mine. he was á criticizing my earlier conduct towards him, which to my mind was á unfounded. when i reached home, i ran out of the taxi and á slammed the door.",[3],-0.2732
i had had a farewell party at the place where i had been working á for a year. that night i could not fall off to sleep. i was sad á thinking that i would not see my nice fellow workers again.,[4],-0.4082
"i was travelling in a local train when a drunkard, smelling á terribly, entered the same carriage and started eating fish that á was stinking.",[5],-0.7906
"while quarelling with a fellow worker of mine, i was vehement and á irritated and i told him what i thought of him in plain language. á i was ashamed of myself when i met him the next day.",[6],-0.7269
"i was working as a secretary. my boss was to go to give a á lecture, and wanted me to give him the exact address of the á place.",[7],0.0
"a sunny autumn day, after a long rainy period.",[1],0.3612
"years ago, on my way to school by the forest path i came across á an exhibitionist.",[2],0.0
"a person close to me mistook my good intentions for bad, and á therefore associated unpleasant traits to me.",[3],-0.5719
[ a person close to me told me that his positive regard depended á on my conduct.],[4],0.5574
when an untidy and heavyly drunk person made endeavours to á approach me.,[5],-0.34
"as a little girl, i was sick in the middle of a school day and i á vomitted in the basin of the classroom.",[6],-0.5106
i lost my self-control and raised my voice at a child.,[7],-0.3182
i got to know that i had been accepted at university.,[1],0.2732
i had been watching a tv-program on paranormal phenomena. at á night i could not fall off to sleep as i feared that humanoids á were on the move.,[2],-0.4939
"my superior blamed me for some neglects at work in front of á others. in fact, the task in question was not supposed to be á done by me.",[3],-0.4215
my father suddenly fell ill and died.,[4],-0.7506
when a friend of mine got drunk and started to blame and scorn my á other friends and me.,[5],-0.0516
when i forgot a promise made to a friend of mine.,[6],0.6705
it was my turn to cook dinner. i forgot a dish (the favourite of á the family) in the oven and it got burnt and was uneatable.,[7],0.0
my joy was the joy of meeting again. my husband came home after á having been away for weeks (for work). i was on the railway á station to meet him.,[1],0.8225
"i was alone at home and i could hear odd noises coming from above á our bedroom. i knew that nobody lived there since it was an á office. i got frightened (later i was given a \natural\"" á|explanation).""",[2],-0.5719
a relative of mine had come to see my husband to talk to him á about a problem concerning his sister and me. i was angry á because this relative of mine did not dare to speak to me and á instead spoke to my husband. i got to know about it later the á same day.,[3],-0.7184
"the death of my father, even though we had not been very close to á each other.",[4],-0.5994
the male friend of my mother (a widow) moved in to live with us. á i did not like the man.,[5],0.2709
"at school i was talking to a classmate about mathematics. i had á grown weary of it and said : \i would like to throw the book on á|the arse of kuikka\"". my classmate said : \""now, he is sitting á|there and waiting for the book\"" (kuikka was one of the most quiet á|boys of the class). i was ashamed of myself.""",[6],-0.4019
